"argument_id","frame_id","frame","topic_id","topic","premise","stance","conclusion","conclusion_hash","premise_hash"
"2829","283","equality","303","Civil unions vs. gay marriage","Marriage, under any interpretation of American constitutional law, is among the most basic civil rights.","Con","The right to marry is a basic human right","988122c37231a3cd6df0a2a078f5277d","696697167c3bcbbb4487fe09e18903c2"
"2827","283","equality","303","Civil unions vs. gay marriage","Barack Obama said in March of 2008: ""I believe in civil unions that allow a same-sex couple to visit each other in a hospital or transfer property to each other.""","Pro","General statements in favor of civil unions over gay marriage","86471c41f082b23e5936b3a1737fe690","805b5cf12d1430c797bb763b55f16a0e"
"11493","283","equality","1288","Sale of human organs for transplants","It is believed that a single kidney has a black market price of $20,000. Consequently, the sale of organs will condone the most gross discrimination between rich and poor. The opportunity for those unable to afford to purchase to receive a donated organ will be eliminated. Which family, if prepared to donate the organs of a relative, would decide to decline an ex gratia payment of tens of thousands of pounds? There will not be a two-tier market consisting of sale and donation. The donations will disappear and only the rich will survive.","Con","The expensive price of organs is likely to make the sale of them highly discriminatory.","27ae0b0c1d5823e50e37fa5762d1924c","524ee1aa42608a077300d6fa3f2aed28"
"2400","283","equality","252","Capitalism vs socialism","The structural inequality in society is produced by the wealth gap initiated through capitalism.","Con","Poverty is a byproduct of inequalities under capitalism.","2900da7a1075eef1e266d90f55fd31fc","d5bece1033221f96de7bb105fa8fcf2a"
"6997","283","equality","728","Hunting for sport","Henry David Thoreau - ""I saw deep in the eyes of the animals the human soul look out upon me. I saw where it was born deep down under feathers and fur, or condemned for a while to roam four-footed among the brambles, I caught the clinging mute glance of the prisoner and swore that I would be faithful."" Many pet-owners believe that their pets have personalities. Socially, in many countries, eating typical house pets (dogs and cats) is considered a major social taboo. However, other animals (cows, pigs, chickens) are raised as food. This conflicting and inconsistent attitude towards animals indicates how socially determined our attitudes towards meat-eating is. Vegetarianism simply extends the typical attitude towards common household pets to other animals species.","Con","Animals have emotions, personalities, and souls just like humans","fb6c81319ff23a3ad13c1a2895f268c1","fb7085ecbd5371b3a7e81114c51f6353"
"2831","283","equality","303","Civil unions vs. gay marriage","The idea that opening civil unions to straights solves the problem of civil unions be ""separate, but unequal"" fails a very simple test. While heterosexuals may have equal access to civil unions, do gays have equal access to marriage? No. Clearly, therefore, allowing straights to participate in civil unions while continuing to deny gays the right to marry does not nullify the argument that civil unions are akin to ""separate but equal"" and actually unequal.","Con","Civil unions still ""separate, but equal"" if straights can do it.","1612e3daf68251932a4368f0530a7ed6","f1bb761a14e26c6df3db996c8232827d"
"13032","283","equality","1708","UN Security Council veto","The UN charter does not explicitly offer sovereign equality as a right in the international system. Rather, international security and equality of security is the primary objective. UN SC veto power is a means to maintaining the greatest level of international security, and is thus consistent with the primary objectives of the UN charter.","Con","The UN Charter does not offer sovereign equality","c769192af84554125d79b80ee636c978","108a2230c022cd916afbdd5b8cde7bcf"
"13368","283","equality","1756","Vegetarianism","To my mind, the life of a lamb is no less precious than that of a human being.","Pro","Animal life is equivalent in value to human life","536fbb67dd19d6843794578f03ec9347","03e4d3b532f85adcd7f1fa64aca748a3"
"6999","283","equality","728","Hunting for sport","Many of the physical abilities of animals are astonishing and far superior to the correlating abilities of humans. Eagles, for instance, have many times better eye-sight than humans. They are also better fliers. As such, it is wrong to claim that humans are, generally, superior and thus authorized to eat other animals; we're simply different creatures of no greater or lesser value.","Con","Animals are superior to humans in many of their abilities","1fadb9233ad9598d1b88234518bf4b38","5bf236a5b745b897878d9bfdcfe7c45d"
"10731","283","equality","1181","Progressive tax vs. flat tax","John Stuart Mill wrote in 1848: ""As a government out to make no distinction of persons or classes in the strengths of their claims on it, whatever sacrifices it requires from them should be made to bear as nearly as possible with the same pressure upon all...equality of taxation, therefore, as a maxim of politics, means equality of sacrifice.""","Pro","Progressive taxation makes all citizens sacrifice equally","2eed45c046207d0b3e72b04efea6fdff","f2c8daab5caa672420ff61f954c0bb98"
"13374","283","equality","1756","Vegetarianism","Similar to the Civil Rights movement, ""differences"" do not justify discrimination and mistreatment.","Pro","Human and animal differences do not justify speciism/discrimination","1a8b715ffb69414075ce288c9ab42abb","f73c4fc39feb67a3e5d62d1c01e4f93b"
"2391","283","equality","252","Capitalism vs socialism","Bill O'Reilly: ""For all of its faults (capitalism), it gives most hardworking people a chance to improve themselves economically, even as the deck is stacked in favor of the privileged few. Here are the choices most of us face in such a system: Get bitter or get busy.""","Pro","Capitalism gives everyone the opportunity to succeed","3da30316eafb29a0f5d8d51105104a43","166d1cbc7152b9786db2f90f28e07583"
"1687","283","equality","142","Ban on human reproductive cloning","Justice and Equity. Many environmental organizations work for environmental and social justice and are deeply concerned about the pollution burdens that have been placed on minorities and the poor. Cloning and inheritable modification have the potential to generate greater inequalities among people and societies.","Pro","Human cloning will increase inequalities in society","ad513dabc174a75354e231a41aff1355","52f5ed8397a7f572dc6ac8f8effaeb5b"
"9865","283","equality","1041","Network neutrality","The large phone and cable companies who provide access to the Internet have the incentive and ability to create a special fast lane for big companies that can afford to pay steep tolls, while everyone else is left in a digital dirt road.","Pro","Network owners have a profit incentive to price discriminate","9244db4c397edb06b65f09635a3d1e4b","78fdcb9b3b475fc37c361d10c796ad69"
"4582","283","equality","494","Earmarks","As certain senior members of the legislative branch achieve greater sway and power, they are able to control and direct disproportionate swaths of federal taxpayer dollars toward their home state. This unfairly leaves citizens with less powerful legislators at a disadvantage.","Con","Earmarks benefit citizens with powerful legislators.","bca1624288d937f4ad62eae0fc2fc4ea","31401de3d2065d10722163e52b4a6097"
"9980","283","equality","1052","No Child Left Behind Act","Students who are learning English have an automatic three-year-long window to take assessments in their native language, after which they must generally demonstrate proficiency on an English language assessment. The local education authority may grant any student another two years' testing in his native language on a case-by-case basis. In practice, however, only 10 states choose to test any students in their native language (almost entirely Spanish speakers).","Con","No Child Left Behind lacks non-English tests.","5e99b4b9440dc77c1a3994dbf0873db9","67b47d60e1d5730d0db3b0c893e6e71d"
"13376","283","equality","1756","Vegetarianism","beings that lack a rational faculty also lack the capacity to contribute creatively to the values in nature. By contrast, human beings can create value, as a matter of our initiative, not merely exhibit it."" To the extent that animals are of lesser value than humans, it is appropriate to eat them.","Con","Human life is of greater intrinsic value than animal life","f68cca5fbb0db17ac7e19b877dbb0376","9ff21558a1ce7a19b2e11e69d7437210"
"6992","283","equality","728","Hunting for sport","Surely this is one of the odder paradoxes of animal rights doctrine. It asks us to recognize all that we share with animals and then demands that we act toward them in a most unanimalistic way. Whether or not this is a good idea, we should at least acknowledge that our desire to eat meat is not a trivial matter, no mere 'gastronomic preference.' We might as well call sex--also now technically unnecessary--a mere 'recreational preference.' Whatever else it is, our meat eating is something very deep indeed."" Indeed, if we consider humans to be equal to animals and a part of the animal kingdom, it is natural that we find our instincts to eat meat to be of equivalent intensity as compared to other meat-eating animals. If humans are animals too, why should we deny these instincts?","Pro","If humans are animals, why defy our animalistic instincts?","f17e7cd65a0787654fcae48ba53abfbf","76e17f5acab2086825cefaeef89f412e"
"13375","283","equality","1756","Vegetarianism","The best moral objective is to produce the greatest good for the greatest number of humans and animals. Differences do not matter in this equation.","Pro","From a utilitarian perspective morality should not be based on species differences","c51847c206870e1d1fa870f88d73ce58","e5ce92c364ec05252cddd4917902f530"
"2825","283","equality","303","Civil unions vs. gay marriage","And one more suggestion: To avoid charges of separate but unequal, make civil unions open to straight couples.","Pro","Civil unions are not ""separate, but unequal"" if heterosexuals can do it","c32d88748a47d3440717b1046ec5bdae","fdb946ff5a196faf2a30495463cf52aa"
"6996","283","equality","728","Hunting for sport","In modernity, too many humans have lost daily contact with animals, desensitizing us to our likeness.","Con","Modern humans have lost touch with animals and our likeness","494214d7b0c39589468301c4bc9d3fb7","999deced49562e7fa741066e36ae5f63"
"6990","283","equality","728","Hunting for sport","beings that lack a rational faculty also lack the capacity to contribute creatively to the values in nature. By contrast, human beings can create value, as a matter of our initiative, not merely exhibit it."" To the extent that animals are of lesser value than humans, it is appropriate to eat them.","Pro","Human life is of greater intrinsic value than animal life","f68cca5fbb0db17ac7e19b877dbb0376","9ff21558a1ce7a19b2e11e69d7437210"
"10732","283","equality","1181","Progressive tax vs. flat tax","One idea behind progressive taxation is to level the playing field so that the wealthy don't hold an iron-grasp of economic opportunity. Rather, a progressive tax system aims to enable the poor to climb the socio-economic ladder.","Pro","Progressive taxation affords individuals equal opportunity.","9d994770d9ecc9a4d4879ec40e66fdf1","5e0fcdf69fb6e6884540b35573e7b65a"
"9978","283","equality","1052","No Child Left Behind Act","NCLB seeks to narrow class and racial gaps in school performance by creating common expectations for all. It also requires schools and districts to focus their attention on the academic achievement of traditionally under-served groups of children, such as low-income students, students with disabilities, and African Americans and Latinos. Many previous state-created systems of accountability only measured average school performance, allowing schools to be highly rated even if they had large achievement gaps between affluent and disadvantaged students.","Pro","NCLB helps narrow the achievement gap for minorities.","fb206c8d1cd4f19f7d000bd333371444","ccd5ed72f7b64484270fe3e8db5c9e59"
"6991","283","equality","728","Hunting for sport","Unlike animals, humans are capable of rational thought and can alter the world around them. Religious people would say that humans also have souls and a different relationship with God. Other creatures were put on this earth for mankind to use, and that includes eating meat. For all these reasons we say that men and women have rights and that animals don’t. This means that eating meat is in no way like murder.","Pro","There is a great moral difference between humans and animals.","c457c35d8deeeab4ccd214e545a6f404","813867aae5a44f10b2bbf495bfbac8ac"
"6995","283","equality","728","Hunting for sport","Hunting them subjects them to the same kind of pain that we would experience if we were hunted and shot.","Con","Animals feel and suffer in very similar ways as humans","aea085d8a4ad155194c681066bdbd677","518a61bf1abdafffb5bdd91945eb230b"
"9868","283","equality","1041","Network neutrality","Solution in Search of a Problem. Currently there are no principles of network neutrality encoded into law. So ISPs are already free to block or favor content as they please. It is telling that none of them has. In fact, no proponent of network neutrality can cite an existing problem to which network neutrality is a solution.","Con","Net Neutrality is a solution in search of a problem","5cb849dc324967a5c160fbd102362742","39009171cb40defff3c73efe8edb3c95"
"10733","283","equality","1181","Progressive tax vs. flat tax","A progressive income tax violates the very heart and soul of the Framer's Constitution of liberty. Our constitutional democracy rests on the principles that individuals are equal under the law","Con","Progressive taxes violate principal of equality before the law","f2a9b61a08d16e09c2fca484367a383a","f55a665c26390d4e4e47ce2a3c9d13d5"
"9864","283","equality","1041","Network neutrality","On the Internet today, a Web site run by a solo blogger can load as quickly as any corporate home page. Internet service providers, including leading cable and phone companies, want to be able to change that so they can give priority to businesses that pay, or make deals with, them. [...] A good bill that would guarantee so-called net neutrality has been introduced in the House. Congress should pass it, and the Obama administration should use its considerable power to make net neutrality the law.","Pro","Net neutrality prevents discrimination between sites","28b7b4d009134db8a0cbd837f167a8e2","2f463ab12901c025bd291facb2203053"
"7000","283","equality","728","Hunting for sport","Similar to the Civil Rights movement, ""differences"" do not justify discrimination and mistreatment.","Con","Human and animal differences do not justify speciism/discrimination","1a8b715ffb69414075ce288c9ab42abb","f73c4fc39feb67a3e5d62d1c01e4f93b"
"9867","283","equality","1041","Network neutrality","One difficulty with government guaranteeing entitlements at the expense of others is the problem of those who abuse the free ride. Bandwidth-hogging services such as person-to-person file sharing and downloadable video from sites like YouTube and Google strain network capacities. Broadband providers legitimately claim they have a right to regulate such traffic over their networks, which may mean giving priority to their own services or charging varying rates. [...] That's why large bandwidth providers such as Verizon and AT&T have opposed previous 'net neutrality' proposals. Their networks would be abused. And that's why operations like Google want net neutrality mandated by federal regulations. They could offer services without sharing the whole cost to provide them over broadband networks.","Con","Net neutrality allows some sites to hog bandwidth","39465aa4c39a561227d85613f337a520","85de03a58b3da51672780f3affadf0ef"
"4581","283","equality","494","Earmarks","Earmarks are spending projects that take federal tax dollars, drawn from taxpayers across a nation, and spend them for isolated projects that benefit a very small and targeted group of people. This opens the door to federal tax dollars benefiting some groups more than others. With different levels of power among legislators and states, the potential for the unequal distribution of federal tax dollars is quite great.","Con","Earmarks divide federal tax dollars unequally.","22a03165a3df4b5155b04e5ba285a033","69039705bccbb9c9fbfe44b2ec69f8ab"
"9979","283","equality","1052","No Child Left Behind Act","Standardized tests are written largely by white men and women, with a certain unintentional bias toward these ethnic groups, putting minorities at a slight disadvantage.","Con","Standardized tests may have cultural biases.","95c3690003fc6246a459f72b9f53cf4d","4503e828848390da07497feb40a6e1bf"
"2394","283","equality","252","Capitalism vs socialism","It is false to think of capitalism as a zero-sum game in which the only way for the rich to become rich is to take from the poor. This misreads the process by which a business and individual become successful and wealthy, which entails an individual and group within a company creating value in the marketplace that other citizen-consumers like and so reward by buying that service/product. Creating value in this way takes nothing from anybody else, it actually creates value out of nothing and adds it into an economy. Part of the result is that the poor or unemployed may now be hired by the business, and eventually, if they have merit, climb up the ranks of the business and become successful and wealthy themselves.","Pro","Business don't take from poor; they add value and jobs.","a643550c5bfaf7c5b1cb535306941495","964150ba40c0163bbfd855b68e8f1d62"
"2830","283","equality","303","Civil unions vs. gay marriage","During the 50s and 60 in the United States, a segregationist principle was established called ""separate but equal"" under the Jim Crow laws of the time. This was struck down by the Massachusetts Supreme Judicial Court, who wrote: ""The history of our nation has demonstrated that separate is seldom, if ever, equal."" Civil unions are precisely the same arrangement, attempting to give gays a ""separate"" arrangement than marriage, while conferring ""equal"" benefits. But, because ""separate can never be equal"", civil unions can never equal. Civil unions, therefore, are unequal, segregationist, and discriminatory, just as were the ""separate but equal"" laws of the past.","Con","Civil unions are ""separate, but not equal""","e9424cc15c511d1d00caee6e28bed4dc","a45e40ab3772975a1d43f220e311c102"
"6994","283","equality","728","Hunting for sport","Explanation: The philosophy of animal rights is respectful of our best science in general and evolutionary biology in particular. The latter teaches that, in Darwin's words, humans differ from many other animals ""in degree,"" not in kind. Questions of line drawing to one side, it is obvious that the animals used in laboratories, raised for food, and hunted for pleasure or trapped for profit, for example, are our psychological kin. This is no fantasy, this is fact, proven by our best science.","Con","Animals are equal to humans in science as lifeforms on Earth","0c426a352affa8f4aab067524f18a61d","9e088ae6a3f2c78231144d7f758707d4"
"2826","283","equality","303","Civil unions vs. gay marriage","This is a common argument against gay marriage, and sometimes underlies the position of those that reluctantly are willing to accept civil unions. But, the premise is that homosexuality is immoral and wrong, so efforts for full equality through gay marriage are misplaced. If civil unions are unequal, the argument goes, than it is, nonetheless, fitting. This argument is not supported by most advocates of civil unions with equal benefits, but by some.","Pro","Homosexuality is wrong along with equal rights by gay marriage.","3f06c06d6780c64b002e686977f35649","dd94e6310ec31a200bc2ef731f62cf5e"
"7001","283","equality","728","Hunting for sport","The best moral objective is to produce the greatest good for the greatest number of humans and animals. Differences do not matter in this equation.","Con","From a utilitarian perspective morality should not be based on species differences","c51847c206870e1d1fa870f88d73ce58","e5ce92c364ec05252cddd4917902f530"
"2399","283","equality","252","Capitalism vs socialism","This process occurs because in capitalism there is a slope of wealth from the peripheries to the core. This is discussed at many points in the debate but for more detailed information see much of the work by , Samir Amin and other proponents of the World Systems Analysis. A recent example of this slope is that (at a very conservative estimate) Africa . This is a very conservative estimate and even that far exceeds the amount of aid (including tied aid and military aid - the majority of aid to Africa!) that has reached Africa in that time. These illicit cash flows are the result of the economic exploitation of Africa in such a way that wealth slopes from the poor to the rich (in this case globally). The total cost of the slope of wealth from the peripheries to the core is significantly worse than this: one estimate (cited in  by Patrick Bond) is that the ""third world"" loses approximately $1.8 trillion a year to the ""first world"" through surplus transfers occurring through various modes of exploitation. In effect, capitalism is the reverse Robin Hood - it robs from the poor and gives it to the rich.","Con","Capitalism makes the rich richer and the poor poorer","f4e382805f1f7bd9d6b88a8934655db0","7440a50191ca4c864dd34a80d23c0fc9"
"2828","283","equality","303","Civil unions vs. gay marriage","In so far as the equal protection clause of the U.S. Constitution applies to homosexuals and marriage, they have the same right to enter into the same type of traditional marriage contract. Even without civil unions they are equal in the eyes of the law.","Pro","Homosexuals have the same right to marry members of the opposite sex","d348d0e84ed669a51cd096798bf7239f","211987614ddde6d770c7cef187e90494"
"5390","283","equality","584","Fashion is harmful","We all tend to look up to models and celebrities wearing expensive clothes. Fashion trends therefore harm relationships, dividing the people and labeling them as ""haves"", and ""have nots"". As an extreme case can be seen bullying at school.","Pro","Fashion is all about inequality.","8afe13cf7a1f34da884ce4ef1eb7cb7e","c4506873abcd97d6041d2da607286399"
"13031","283","equality","1708","UN Security Council veto","It is no longer viable to argue that nations agreed to join the UN as an unequal body. As a global constitution, the UN charter must uphold sovereign equality. And, yet, the UN SC veto power violates this principle.","Pro","The UN SC veto violates democratic principal of sovereign equality","3dc05bb005d6d9cfee3b613547c313e3","fd4a93e9b3cc1cd3bcc7f3331b3b5e3f"
"9866","283","equality","1041","Network neutrality","Network owners or Internet Service Providers are considered the gatekeepers of the Internet. They control access. And, this access should be differentiated from the actual content on the web, so that network owners stick to providing fees for access at a flat rate, without regulating and/or pricing (differentially) content.","Pro","Net neutrality properly separates Internet access and content.","fcafe1fb8d846d32f1ba3485d0c4d278","2c65707e4dada6b153c94159cc8513af"
"10734","283","equality","1181","Progressive tax vs. flat tax","Progressive tax systems wrongly aim to combat inequality in people's circumstances, aiming to produce greater equality of outcome. The main problem with this is that it does not apply a strict principle (such as equality under the law), but rather engages government in the subjective and impossible act of balancing individual rights with an effort to produce equal outcome.","Con","Progressive taxation wrongly aims for equality of outcome","1f5f7ba57ecc8daa1e15304b582b74d3","1df8644d30c97525090971e0e623ca60"
"11328","283","equality","1258","Resolved: That on balance, the No Child Left Behind Act of 2001 has improved academic achievement in the United States","Students who are learning English have an automatic three-year-long window to take assessments in their native language, after which they must generally demonstrate proficiency on an English language assessment. The local education authority may grant any student another two years' testing in his native language on a case-by-case basis. In practice, however, only 10 states choose to test any students in their native language (almost entirely Spanish speakers).","Con","No Child Left Behind lacks non-English tests.","5e99b4b9440dc77c1a3994dbf0873db9","67b47d60e1d5730d0db3b0c893e6e71d"
"2393","283","equality","252","Capitalism vs socialism","One of the main principles of capitalism is to foster an equal-opportunity meritocracy, in which the most talent (no matter their background and parents) can rise up and achieve anything, mainly because they are the ones that can produce the greatest products and provide the best services to their fellow man. This form of equality - equal opportunity - is superior to an equal outcome mentality that attempts to keep everyone at the same level of wealth and success. While an equal outcome approach may benefit those that are less talented, it holds back and disincentivizes those that are more talented, while giving no motivation to the most talented to rise and provide the best goods and services and to help a society progress forward.","Pro","Capitalism fosters equal opportunity, not equal outcome.","fe5039c637bd52f8e47f7cf2b1e99a4d","35e70b67968aa56a06be2db62946e265"
"6721","287","punishment","697","Hate crime laws","Hate crimes don't merely victimize the individual upon which violence is inflicted. They also victimize a community or minority group that the hate crime was intended to terrorize. It limits their freedom of expression and group association, thus violating their liberties. For this reason, hate crimes have more victims than other crimes, and subsequently deserver greater punishment.","Pro","Hate crimes terrorize communities and so deserve greater punishment","dd40a3150ffc9b971e08adffc962b61a","f95f2289b827ad9606f3b059a5cccd24"
"1706","287","punishment","146","Ban on laser pointers","Currently in NSW, anyone caught with a laser pointer and without a permit can get a sentence of up to 14 years in jail. That is not a suitable punishment for not even doing anything dangerous. That is unfair.","Con","Jail time is okay, but not up to 14 years in jail.","73e34b7de6c85e3df67e7410b780d989","9f67198fc8d01a4382ba201bd9c12435"
"8593","287","punishment","897","Lifetime ban of athletes using drugs in sports","If we imposed this new proposal to give a lifetime ban to cheats, they would never get a second chance. If someone was really good at a sport and they used drugs just once, they would probably get a ban and they would have learnt there lesson during this time. Then they could come back to the sport and play fairly. It's only fair to give people a second chance and an opportunity to learn from their mistakes. Indeed, many people do learn from their mistakes. If athletes break the law a second time, then officials should think about banning them because they have broken the law twice and haven't learned from their mistakes. However, most of the time, you will find that people won't break the same law twice.","Con","Athletes should get a second chance after first conviction for drug use.","4ad80b4cbb33e6a1bcbd41523933d1f6","daa48718d0bc60f33cc872651e657e09"
"4834","287","punishment","529","Ending US sanctions on Cuba","Travelers are not acting nefariously by traveling to Cuba. There is little harm that can be done through such travel, and there are good lessons and experiences that can be had. And, yet, US citizens have been punished severely for traveling to Cuba, with the potential for prison time and fines up to $65,000.","Con","Travel ban to Cuba perversely punishes innocent travelers","db8ad9eee595a328df90ebf7f8ab0930","f5f34132fb8bb38c1853e89a85681b40"
"6722","287","punishment","697","Hate crime laws","As described above, hate crimes can cause serious apprehensions between communities. These fears and the lack of state intervention to mitigate the cause of these fears has the potential to create serious damage to the fabric of society. Hate crimes are, therefore, a societal threat, as much as a threat to individual victims. Such threats to society require state responses that include not only the intent to punish the assailant, but also to correct the root cause of the social problem. One major feature of hate crime enhancements is that they assign an appropriately negative value to hate crimes; a value proportional to how society should view hate crimes. Hate crime laws, therefore, are a tool for a government to guide social values on hate in a direction we can all agree is desirable.","Pro","Hate crime is a major problem, requiring a state response","57978b0bf3d3a8e374a07453f656ba10","cc6ddcd05e3f3e6a9a95f2bf91157634"
"12670","287","punishment","1654","Torture","Pity for terrible criminals and terrorists should not be fostered, as it undermines that appropriate punishment of shame and guilt. Yet, torture affords such figures an element of pity from a public that generally opposes torture. The defendant is pitied and defended by the public instead of vilified.","Con","Torture actually creates sympathy for people who should otherwise be scorned and shamed.","81087bda69b68361d733d36102885e97","d72436d6b5357dae55c3bd2c7205dde8"
"1704","287","punishment","146","Ban on laser pointers","People using laser pointers inappropriately (eg. pointing them at low flying aircraft) is a serious problem. Pointing laser pointers at pilots temporarily blinds them and can cause the pilot to lose control of a low-flying aircraft and crash, killing many people. In places like Sydney, laser pointers have been a huge problem. Pilots have agreed that jail is a suitable punishment for improper use of laser pointers and it is. The use of them can cause serious accidents and that is why the NSW Government has banned them.","Pro","The crime is very dangerous.","188f25e409c229f7eca6c5b5a08fbbfa","285d2fac73ec3b0b7c7f3b5539dd0a5b"
"10654","287","punishment","1168","Prisoners right to vote","Even with the right to vote, more fundamental freedoms would continue to be deprived from a prisoner (most importantly, their physical freedom of movement). In general, therefore, offering the right to vote to prisoners hardly diminishes the principal forfeitures of these citizen-prisoners or the punishment they incur for their crimes. It is, therefore, an unnecessary and excessive punishment or forfeiture to deprive them of their right to vote.","Pro","A right to vote hardly diminishes a prisoner's sentence.","d88d6afced30ff6d535e3e4ba3a27da0","4f9409e1d178d9f2fff26e2e95ae2940"
"8591","287","punishment","897","Lifetime ban of athletes using drugs in sports","Many cheats, after being caught out once using drugs, get a second chance and get caught using drugs again. Some people just get caught time after time again. For example, Ben Johnson. He was the fastest man in the world - when he was using drugs. He cheated once, got a short ban, then came back into sport and cheated with drugs again and again. If someone has demonstrated that they're going to cheat with drugs, we might as well stop them before they cheat again.","Pro","Cheats keep cheating.","b596b444f5987e05d9e8ba35f7204176","8e55598aebd76665c6e5eaa56ef64412"
"10653","287","punishment","1168","Prisoners right to vote","As part of their citizenship, convicted persons in detention should be entitled to vote. To deny them this is to impose an additional penalty on top of that judged appropriate by the court.","Pro","Depriving prisoners their vote exceeds judge's punishment","53cbf4ef686527c04bdd3ece4d03fced","41a8ebedf5604e985ec10a7def1fbcd2"
"13679","287","punishment","1785","Waterboarding","Waterboarding creates the special effect and feeling of drowning, and the inescapable fear of death. For a terrorist that wishes death upon his victims, it is just to bring him face-to-face with death through waterboarding. Considering that his victims are not given the luxury to live on, waterboarding is a a proportional punishment. And, by bringing a terrorist face-to-face with that which he wishes upon his victims, there is the remote possibility that he will ask forgiveness and seek redemption.","Pro","Waterboarding justly brings a terrorist face-to-face with death","d7b3ae81097a91f78a0beb1350c80d87","063c1e0aecc12b6199cc81deea1706b7"
"6723","287","punishment","697","Hate crime laws","All forms of violent crime, whether they are murders, rapes, or beatings are an expression of hatred toward another human being. To add more punishment to a crime because it represents a particular kind of hate is to unfairly distinguish between different violent acts and trivialize those violent acts that do not appear to be motivated by prejudice hate.","Con","All violence is hate-driven, so why distinguish?","e7c9f42ec9816b8ca35ead8c56fab356","87313af1e50a03d188b285c54c0bc6d5"
"6724","287","punishment","697","Hate crime laws","It is difficult to determine externalities of harm to a community or a minority group from a particular hate crime. How can it be determined that a hate-crime causes a minority group greater fear and subsequently restricts their liberties of expression and so-forth? These psychological effects are far from tangible harm, and would prove highly difficult to statistically confirm.","Con","Hate crimes cannot be proven to harm communities","bfcf5de87ca4e0cad037c1df368a45d3","c9efb8fb9613bb63ceb7833c47ee7ed1"
"8590","287","punishment","897","Lifetime ban of athletes using drugs in sports","Drugs are illegal. Athletes are role models. If they use drugs they are breaking the law and setting a bad example. Using illicit drugs are against the law and anyone who breaks this law should be punished severely.","Pro","Athletes should be punished severely for breaking the law.","142bf0e654a2a64631dc1f7ec70e46a5","4c158d79159293d98673c72b5d751a12"
"10656","287","punishment","1168","Prisoners right to vote","They are shut away not only to protect society, but also to symbolise society’s disgust at their acts. Although prisoners are no longer executed in many jurisdictions, the idea of “civic death” is that they lose the rights of citizens without dying in a literal sense. Those who offend against the common good of society should have no right to contribute to the governance of society. They can only be readmitted to society, both physically and in terms of their rights, when they have made amends to society by serving their sentence.","Con","Prisoners are rightly punished by denying their vote","66c19258eba04412213ffc2258cb8da3","97534872e34cc7350f0b6c8e71d7c92a"
"1705","287","punishment","146","Ban on laser pointers","Just because someone has a laser pointer, does not necessarily mean that they are going to use a dangerously. Most laser poitners are used sensibly. Jail time is not a suitable punishment for someone in possession of a laser pointer, if they use the laser pointer sensibly and responsibly, not causing any trouble.","Con","Possessing a laser pointer does not necessarily mean using it dangerously.","0d46dd7bd59ee1e7f05854341b6d2a26","55d23aa10fdf02960e2b2dd05f354785"
"13680","287","punishment","1785","Waterboarding","While it is often claimed that a suspected terrorist is set to kill others, and thus his torture is justified, this does not necessarily make sense. The suspected terrorist in custody is not going to directly kill anyone. They are merely suspected to have information that could possibly lead to the interception of those that are threatening to kill others. The disconnect is so wide between the suspected terrorists and the victims that the notion of ""punishing"" the suspected terrorist in custody does not make sense.","Con","Suspected information-holders cannot be punished for crimes they do not commit.","2f44baa385dd03804ec710bc830e1f54","90c9a09cf6555744ddfa74be674973ea"
"12668","287","punishment","1654","Torture","If some terrorist have inflicted a massive amount of pain and suffering, aren't they due a proportional amount of punishment. Isn't this their due desert? Or at least, should we flinch at the notion that the most evil of them are experiencing only a tiny fraction of the pain and suffering that they have caused or intend to cause?","Pro","Some terrorists may deserve a little extra punishment for the death and misery they've caused.","95bb0bdba0d5f830b34523ab17a156c3","8e56861a84a7e99a83c21f3cad901c25"
"8592","287","punishment","897","Lifetime ban of athletes using drugs in sports","Drugs may be illegal, but does that mean that the person should never be allowed to play their sport again, or should they just get a slap on the wrist, maybe a fine and a short ban from their sport (ie. a three match ban or something similar).","Con","A life-time sports ban does not fit the crime of drug use.","ec0ecc47b2cd2ebeb8cd6ab98171abff","014f154ad82cbb387b7dcf3adf44251b"
"4833","287","punishment","529","Ending US sanctions on Cuba","Because the embargo makes it illegal for many US-related businesses to trade with Cuba, it becomes necessary for the United States to enforce these laws. Enforcement typically follows the course of punishment of international businesses and nations. But, the United States should not be punishing legitimate international businesses and allies in order to punish what it considers to be a nefarious Cuban regime.","Pro","Enforcing US-Cuba sanctions entails punishing businesses and allies","386f68af8d45f42360cd44c862b0af78","3c58b63f7eb6283f7379bfacd0526451"
"12667","287","punishment","1654","Torture","Any proper application of torture would only be toward the extraction of information that could help save lives. It is a defensive action, not a retributive action.","Pro","Torture is not punishment, but a measure to protect innocent civilians","416cb3858fa7877b6e6fbdac6147ca03","51147f4cc3b121fce15d60aef15c42bf"
"6725","287","punishment","697","Hate crime laws","While much of the case for hate crimes is based on the notion that hate crimes cause minority groups and communities to fall victim to the fear that this violence causes, it is not clear that this is any worse than the fear that results from senseless non-hate gang violence. All violence causes fear within communities. It is not clear that hate crimes cause more, and that they thus deserve greater punishment.","Con","Communities fear senseless violence as much as hate violence.","37aad2f0172c4eddcfeddfa62400f7a1","3a7e5b2a076a237382b5e97347fa7ec3"
